Time,Dissipation Rate Incompressible,Dissipation Rate Compressible,Ekin incomp,Ekin comp,Enstrophy comp,DR_u,DR_S,DR_Sd,DR_p,Maximum Vorticity,Mean Temperature,uprime,Mean Entropy,ED_S,ED_D
0.79517060490053E+00001, 0.79989306273343E-00002, 0.11501015488419E-00001, 0.88312155018467E-00001, 0.88250143605546E-00001, 0.63760747246987E+00001, 0.79890342073357E-00002, 0.79989306273343E-00002, 0.79924289408078E-00002, 0.35085865476113E-00002, 0.89567468753041E+00002, 0.10002071436112E+00001, 0.24264123724609E+00000, -.10672256360658E+00002, 0.79791377873372E-00002, 0.13003373052994E-00004
0.79806957007140E+00001, 0.79615748903577E-00002, 0.11522667955447E-00001, 0.87971496828909E-00001, 0.87909368798713E-00001, 0.63460942773263E+00001, 0.79516416724687E-00002, 0.79615748903577E-00002, 0.79550498694024E-00002, 0.35676180860451E-00002, 0.83600560201068E+00002, 0.10002090537268E+00001, 0.24217279895274E+00000, -.10672261127599E+00002, 0.79417084545796E-00002, 0.13050041910760E-00004
0.80096708670101E+00001, 0.79256624013976E-00002, 0.11545235372515E-00001, 0.87632868792783E-00001, 0.87570648255408E-00001, 0.63173589977761E+00001, 0.79157348248056E-00002, 0.79256624013976E-00002, 0.79191425997562E-00002, 0.36260927727586E-00002, 0.77923809708447E+00002, 0.10002109521712E+00001, 0.24170625256398E+00000, -.10672265867246E+00002, 0.79058072482137E-00002, 0.13039603282716E-00004
0.80386340591009E+00001, 0.78915928547696E-00002, 0.11570982813783E-00001, 0.87295950377652E-00001, 0.87233616755661E-00001, 0.62901821950618E+00001, 0.78817107772251E-00002, 0.78915928547696E-00002, 0.78851050189241E-00002, 0.36858777948585E-00002, 0.74611150624685E+00002, 0.10002128390679E+00001, 0.24124116616317E+00000, -.10672270584620E+00002, 0.78718286996807E-00002, 0.12975671690916E-00004
0.80675898559664E+00001, 0.78593338332971E-00002, 0.11603299813692E-00001, 0.86960298551639E-00001, 0.86897849124626E-00001, 0.62645162912681E+00001, 0.78495331022924E-00002, 0.78593338332971E-00002, 0.78529018885697E-00002, 0.37503979251227E-00002, 0.76348139491139E+00002, 0.10002147166643E+00001, 0.24077693487492E+00000, -.10672275285317E+00002, 0.78397323712877E-00002, 0.12863889454796E-00004
0.80965448771824E+00001, 0.78285363747555E-00002, 0.11642319361344E-00001, 0.86625397007537E-00001, 0.86562873840254E-00001, 0.62400636183146E+00001, 0.78188473115080E-00002, 0.78285363747555E-00002, 0.78221804201688E-00002, 0.38201389411748E-00002, 0.77943887258135E+00002, 0.10002165893855E+00001, 0.24031284749612E+00000, -.10672279975318E+00002, 0.78091582482605E-00002, 0.12711909173352E-00004
0.81255074678610E+00001, 0.77988358298724E-00002, 0.11687060812066E-00001, 0.86290811524790E-00001, 0.86228257905427E-00001, 0.62165235920413E+00001, 0.77892803917963E-00002, 0.77988358298724E-00002, 0.77925702885824E-00002, 0.38944905234840E-00002, 0.79356181348783E+00002, 0.10002184620058E+00001, 0.23984830139735E+00000, -.10672284660369E+00002, 0.77797249537202E-00002, 0.12531082579899E-00004
0.81544874002260E+00001, 0.77700010575098E-00002, 0.11737609509051E-00001, 0.85956151490086E-00001, 0.85893583287608E-00001, 0.61937066771548E+00001, 0.77605908941330E-00002, 0.77700010575098E-00002, 0.77638333708869E-00002, 0.39737761381645E-00002, 0.80539535906157E+00002, 0.10002203373753E+00001, 0.23938274999129E+00000, -.10672289345893E+00002, 0.77511807307562E-00002, 0.12335373245833E-00004
0.81834956773790E+00001, 0.77419595381537E-00002, 0.11791598340271E-00001, 0.85621005794825E-00001, 0.85558455985364E-00001, 0.61715437966430E+00001, 0.77326952238828E-00002, 0.77419595381537E-00002, 0.77358896157743E-00002, 0.40557087244972E-00002, 0.81448280179813E+00002, 0.10002222158689E+00001, 0.23891561382606E+00000, -.10672294037246E+00002, 0.77234309096118E-00002, 0.12139844758966E-00004
0.82125422735082E+00001, 0.77146881310996E-00002, 0.11846440892798E-00001, 0.85285026778211E-00001, 0.85222591943554E-00001, 0.61499932814537E+00001, 0.77055593444449E-00002, 0.77146881310996E-00002, 0.77087084609628E-00002, 0.41377324318355E-00002, 0.82039851136102E+00002, 0.10002240970282E+00001, 0.23844639757985E+00000, -.10672298739644E+00002, 0.76964305577903E-00002, 0.11959340273604E-00004
